15453	璚	16	1121545232534251	300
1285	玛	7	1121551	300
15454	璏	16	1121551311341535	300
10649	瑑	13	1121551353334	300
13939	瑻	15	112155212511134	300
3574	毒	9	112155414	300
20670	纛	25	1121554142511112343554234	300
5132	素	10	1121554234	300
17749	繛	18	112155423421251112	300
43797	䋤	13	1121554234354	330
42807	㼄	19	1121554554125121534	330
15455	璣	16	1121554554134534	300
13940	璅	15	112155525111234	300
42806	㼃	19	1121555253415445445	330
10650	瑙	13	1121555325341	300
2269	甙	8	11221154	300
5133	冓	10	1122125211	300
18515	顜	19	1122125211132511134	300
16743	覯	17	11221252112511135	300
12379	觏	14	11221252112535	300
12380	斠	14	11221252114412	300
10651	遘	13	1122125211454	300
5134	匿	10	1122132515	300
129695	𧏾	16	1122132515251214	340
44600	䘌	22	1122132515251214251214	330
12381	慝	14	11221325154544	300
362	刊	5	11222	300
18516	匶	19	1122324111213215115	300
2270	盂	8	11225221	300
43054	㿻	8	11225221	330
1286	攼	7	1123134	300
41654	㪀	7	1123134	330
45581	䧲	11	11232411121	330
12382	鳱	14	11232511154444	300
363	未	5	11234	300
364	末	5	11234	301
365	示	5	11234	302
5135	祘	10	1123411234	300
16744	膥	17	11234135534253434	300
114011	𣚺	16	1123413553455414	340
105061	𡏄	13	1123425111121	340
44713	䙿	12	112342511135	330
5136	唜	10	1123425135	300
40412	㖝	10	1123425135	330
18517	斄	19	1123431341312343434	300
17750	釐	18	112343134132511211	300
13941	漦	15	112343134132534	300
13942	犛	15	112343134133112	300
13943	氂	15	112343134133115	300
12383	孷	14	11234313413521	300
10652	剺	13	1123431341353	300
12384	嫠	14	11234313413531	300
42619	㹈	13	1123431343112	330
42196	㲠	13	1123431343115	330
30093	礼	6	112345	320
42454	㶣	7	1124334	330
12385	覝	14	11243342511135	300
701	迂	6	112454	300
700	迀	6	112454	301
6829	匭	11	11251112355	300
6830	貮	11	11251113454	300
366	击	5	11252	300
367	邗	5	11252	301
368	邘	5	11252	302
40310	㔷	7	1125345	330
702	幵	6	113112	300
5137	栞	10	1131121234	300
101773	𠛬	8	11311222	340
2271	郉	8	11311252	300
157	开	4	1132	300
158	井	4	1132	301
156	亓	4	1132	302
40042	㐩	8	11321132	330
1287	坓	7	1132121	300
42830	㼛	8	11321554	330
703	刑	6	113222	300
40220	㓝	6	113222	330
3575	型	9	113222121	300
44707	䙹	11	11322511135	330
43055	㿼	9	113225221	330
2272	汬	8	11322534	300
46450	䵤	16	1132254312114444	330
8696	雃	12	113232411121	300
13944	鳽	15	113232511154444	300
1288	形	7	1132333	300
42071	㰢	8	11323534	330
369	丼	5	11324	300
41223	㣋	8	11324333	330
2273	烎	8	11324334	300
1289	进	7	1132454	300
45236	䢎	7	1132454	330
13945	奭	15	113251113251134	300
704	邢	6	113252	300
1290	戒	7	1132534	300
2274	刱	8	11325344	300
43950	䍾	10	1132541541	330
159	天	4	1134	300
160	夫	4	1134	301
40660	㚘	8	11341134	330
13946	輦	15	113411341251112	300
16745	鄻	17	11341134125111252	300
8697	辇	12	113411341512	300
8698	替	12	113411342511	300
13947	賛	15	113411342511134	300
16746	鄼	17	11341134251113452	300
20519	蠺	24	113411342511251214251214	300
45318	䣠	14	11341134251152	330
12386	蝅	14	11341134251214	300
45658	䨿	12	113421112111	330
45753	䪞	13	1134211121111	330
41696	㪪	16	1134211121112154	330
3576	沗	9	113424134	300
2275	忝	8	11342444	300
1291	吞	7	1134251	300
2276	昋	8	11342511	300
6831	規	11	11342511135	300
13948	槼	15	113425111351234	300
19706	鬹	21	113425111351251254312	300
12387	嫢	14	11342511135531	300
8699	奣	12	113425113511	300
5138	蚕	10	1134251214	300
44554	䗞	16	1134251214251214	330
44597	䘉	22	1134251214251214251214	330
12388	匲	14	11342512512515	300
2277	规	8	11342535	300
8700	椝	12	113425351234	300
17751	鬶	18	113425351251254312	300
46447	䵡	16	1134254312114444	330
13949	鳺	15	113432511154444	300
13950	鴌	15	113432511154444	301
3577	匧	9	113434345	300
42097	㰼	13	1134343453534	330
41377	㥦	13	1134343454544	330
1292	迗	7	1134454	300
41277	㤁	8	11344544	330
705	邞	6	113452	300
161	元	4	1135	300
162	无	4	1135	301
40171	㒬	8	11351121	330
1293	坖	7	1135121	300
40880	㝴	7	1135124	330
10653	頑	13	1135132511134	300
42632	㹕	17	11351325111343112	330
5139	顽	10	1135132534	300
40173	㒮	11	11351353334	330
706	刓	6	113522	300
16747	黿	17	11352511251211511	300
8701	鼋	12	113525125115	300
46275	䲮	15	113532511154444	330
46283	䲶	15	113532511154444	331
707	戎	6	113534	300
41706	㪴	8	11354412	330
1294	远	7	1135454	300
708	邧	6	113552	300
102107	𠠺	6	113553	340
3578	兘	9	113554251	300
709	忈	6	114544	300
59	亏	3	115	300
60	亐	3	115	301
